-3.682688801201958739e-01,-6.297246238925893191e-01,-3.833783008721948216e-01,-4.873914912401337007e-01,-6.161327661786760584e-02,-6.000103199832239609e-01
8.479731361496545272e-01,2.040435007069193452e-01,-4.527286894537641548e-01,9.412644322613985537e-01,-4.674865512170695708e-02,5.012880703061153298e-01
-2.001677532879402865e-01,-3.711852347359360649e-01,-8.018383292355159009e-01,-8.278521646598570038e-01,-7.617621750236223122e-01,-8.488685044752699582e-01
-5.449422590681352041e-01,-4.092584559573567149e-01,-1.403951688313058443e-01,-7.553127851710305096e-01,-2.432052284249013041e-02,-7.031851564145513711e-01
-6.954426627084945300e-01,-6.509444841096909684e-01,3.796451626525044198e-01,8.924131420370208234e-01,7.124907170272167800e-01,-6.786508192546482354e-02
4.308456360679285835e-02,6.779542879751949969e-02,-7.850639420118449285e-01,-4.985295901085399772e-01,-7.546043388600560675e-01,-7.521646550173338719e-01
-3.366607848127376457e-01,-4.648667691888653808e-01,-5.017773300650296697e-01,-8.384509182478899758e-01,-4.797512186508393062e-01,-7.660419232461053163e-01
-3.344570347887763084e-01,-7.390489112491818724e-02,-8.195829754425212332e-01,-2.418643596850867661e-01,-3.399442838804929146e-01,-4.609244675460338336e-01
-7.078364888210115780e-01,-6.868623621644053268e-01,-7.805812417522205449e-01,-8.670589002804565126e-01,-7.984477538338063951e-01,-8.130689262612057489e-01
-3.787320265116702056e-01,1.038065120536734165e-01,-4.558779853635933077e-01,4.167200370496471629e-01,-3.378713515833784986e-01,-2.150261149117265735e-01
