-1.342012533841568436e-15,1.516661467894884648e-15,-2.141347800131963293e-16,1.030175596517386684e-15,-1.168376057376967267e-15,-8.707135262947935766e-17
3.531825788371407322e-15,-4.148461632493316048e-16,3.409663277680041796e-15,9.647673512734683949e-16,-1.215295443147263754e-17,1.871301795896130536e-15
-2.751030114468122402e-15,-5.544785459359390954e-17,2.794071828079587770e-16,1.145226065253304215e-15,7.585310816050011377e-16,-5.171493538736422619e-16
2.976207902957517909e-16,-1.955802807177463803e-15,-3.693991774066370274e-16,3.546510608309436769e-15,1.230486636186604591e-15,-5.235897867559461308e-16
-1.587669562524104928e-15,-7.607622880826542845e-16,-4.416522893000016821e-17,3.228017751744007332e-15,-3.211987878255619533e-16,-2.574590736979945329e-17
2.381535992104989609e-16,-3.055803424819897287e-16,-1.318453138380037235e-15,-1.067284168049894918e-15,-1.024717179220908673e-15,3.979301368336489609e-16
-3.281677476323595566e-15,-6.288600072707530032e-16,-7.094920115748791014e-16,-6.312811036613979763e-16,-9.236245367919204036e-16,1.259919572700327330e-15
-2.687132158746395052e-15,2.826827838070666731e-16,2.899239191558191093e-15,-1.351130027574036097e-15,-5.063731013113598974e-18,-1.326697525435762962e-16
3.675002782767194536e-16,-1.257102872324282940e-15,-1.515163264080084603e-16,-1.643338955349522561e-15,-1.931022173532038986e-16,-3.740198319561031862e-15
4.410509712421944784e-16,-9.213458578360192756e-16,2.201457057951137096e-16,-1.478609455829170839e-16,9.493229716834720359e-16,-1.210738085235461547e-15
